,euclidean,dtw
0,0.0005698275566101075,1.0704588890075684
1,0.0006136059761047363,0.2592504024505615
2,0.0005910873413085937,0.2492351531982422
3,0.0005737757682800293,0.2617149353027344
4,0.000573127269744873,0.25945377349853516
5,0.0005956625938415527,0.25914931297302246
6,0.0006205177307128906,0.2634003162384033
7,0.0006227397918701172,0.2523643970489502
8,0.0005782771110534667,0.26111769676208496
9,0.0005670404434204102,0.2478623390197754
10,0.000564277172088623,0.2721836566925049
11,0.0005844259262084961,0.26264142990112305
12,0.0005178737640380859,0.25714850425720215
13,0.0005676388740539551,0.25021839141845703
14,0.0005199384689331055,0.2502264976501465
15,0.0005753087997436523,0.26018333435058594
16,0.0007350397109985352,0.2623002529144287
17,0.0005857777595520019,0.25269222259521484
18,0.0005812883377075195,0.2547132968902588
19,0.0005697321891784668,0.26566529273986816
20,0.0005878663063049317,0.24767017364501953
21,0.0005720901489257812,0.25854921340942383
22,0.0005720257759094238,0.24782657623291016
23,0.0005751943588256836,0.25603652000427246
24,0.0005755853652954101,0.2576911449432373
25,0.0005826997756958008,0.24858593940734863
26,0.0005879807472229004,0.2580749988555908
27,0.0007876443862915039,0.2623002529144287
28,0.0006818819046020508,0.2484891414642334
29,0.0006460285186767578,0.2620244026184082
30,0.0006319284439086914,0.24630045890808105
31,0.0006339907646179199,0.26030445098876953
32,0.0006036949157714844,0.2478492259979248
33,0.0006194543838500976,0.25827479362487793
34,0.0006738042831420898,0.25243592262268066
35,0.0006252837181091309,0.2637627124786377
36,0.0006320667266845703,0.24725770950317383
37,0.0006282711029052734,0.26182126998901367
38,0.0007744455337524415,0.25708556175231934
39,0.0005976963043212891,0.25593018531799316
40,0.0005739092826843262,0.2566721439361572
41,0.0006190228462219238,0.2582075595855713
42,0.0005629110336303711,0.25653672218322754
43,0.0005838441848754883,0.2574753761291504
44,0.0005597233772277832,0.2480006217956543
45,0.0005704069137573242,0.24931907653808594
46,0.00048813581466674807,0.25582122802734375
47,0.0006503963470458984,0.2620880603790283
48,0.0005834293365478515,0.26601624488830566
49,0.0005401968955993652,0.24783849716186523
50,0.0006651663780212402,0.2541477680206299
51,0.000597379207611084,0.2606632709503174
52,0.0005765318870544434,0.25597357749938965
53,0.0005184483528137208,0.24927663803100586
54,0.0005709505081176757,0.2591066360473633
55,0.0005949234962463379,0.2609884738922119
56,0.0005592918395996094,0.2620117664337158
57,0.000603182315826416,0.24987411499023438
58,0.0005880141258239746,0.25678157806396484
59,0.0004920363426208496,0.2620985507965088
60,0.000573725700378418,0.254317045211792
61,0.0005584573745727539,0.25722217559814453
62,0.000561058521270752,0.255826473236084
63,0.0005784654617309571,0.2583785057067871
64,0.000580141544342041,0.25709104537963867
65,0.0009100508689880372,0.25887298583984375
66,0.0005887722969055175,0.24744153022766113
67,0.0006685662269592285,0.26091957092285156
68,0.0005910134315490722,0.25609397888183594
69,0.0005934333801269531,0.2504878044128418
70,0.0006302881240844726,0.2598843574523926
71,0.0007825779914855957,0.256655216217041
72,0.0005720019340515137,0.26688671112060547
73,0.0005813407897949219,0.24998235702514648
74,0.0005676627159118652,0.2545125484466553
75,0.0005696606636047363,0.25813817977905273
76,0.0005888152122497559,0.25241780281066895
77,0.0005817651748657226,0.256145715713501
78,0.0005806231498718262,0.257936954498291
79,0.0005744266510009766,0.25159549713134766
80,0.0005705952644348145,0.2560465335845947
81,0.0005562829971313476,0.25922536849975586
82,0.0006016898155212403,0.25805234909057617
83,0.0005749273300170899,0.2572176456451416
84,0.0006706428527832032,0.24756908416748047
85,0.0006048107147216797,0.25605273246765137
86,0.00057722806930542,0.2585020065307617
87,0.0005662155151367188,0.2573554515838623
88,0.0005648016929626464,0.2571096420288086
89,0.0004938960075378418,0.2576422691345215
90,0.0005948853492736817,0.24679040908813477
91,0.0005908536911010742,0.26401448249816895
92,0.0006274890899658203,0.24765872955322266
93,0.0006025052070617676,0.25918126106262207
94,0.0006045484542846679,0.2562131881713867
95,0.0005764126777648926,0.2501533031463623
96,0.0006227469444274902,0.25608086585998535
97,0.000623786449432373,0.2684133052825928
98,0.0006008362770080567,0.2707984447479248
99,0.0005985164642333985,0.25911784172058105
